[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e993d45f-8d73-41c3-9173-af9f03565027) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.15ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.28ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.41ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel f9d81bb0-bc80-4dc2-a065-ee7326b90c46) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for f9d81bb0-bc80-4dc2-a065-ee7326b90c46:915f20d1b8d249999a88f7d7a938900b
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.26ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.20ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.08ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Indexing%20DataFrames.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.11ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Indexing%20DataFrames.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e713207e-a0aa-4ef9-8c65-95972d7ed3ec) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for e713207e-a0aa-4ef9-8c65-95972d7ed3ec:60a5a3432d6f41e48dff474e6c9ae86f
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.26ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.15ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.14ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Handeling%20missing%20Values.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.05ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Handeling%20missing%20Values.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Handeling missing Values.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel ba8562c6-bbed-43b3-a5cb-fd658c17535c) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for ba8562c6-bbed-43b3-a5cb-fd658c17535c:3944593c801245579453cb42b392b38d
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | INFO] Starting buffering for e993d45f-8d73-41c3-9173-af9f03565027:b7bcd39ea77940dd8d61bd22f9eee474
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 5 kernels
[NotebookApp | INFO] Kernel shutdown: e713207e-a0aa-4ef9-8c65-95972d7ed3ec
[NotebookApp | INFO] Kernel shutdown: ba8562c6-bbed-43b3-a5cb-fd658c17535c
[NotebookApp | INFO] Kernel shutdown: f9d81bb0-bc80-4dc2-a065-ee7326b90c46
[NotebookApp | INFO] Kernel shutdown: 079b5c2e-3160-4c7a-8c0c-05bbbd8a9d65
[NotebookApp | INFO] Kernel shutdown: e993d45f-8d73-41c3-9173-af9f03565027
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://13a83c2be884:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.30) 0.69ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.92ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Quiz/Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.16ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Quiz/Quiz.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 2/Week 2 Quiz/Quiz.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 735b04ff-b459-46af-ba71-28ad9abb2faf
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 735b04ff-b459-46af-ba71-28ad9abb2faf) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Quiz/Quiz.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for 735b04ff-b459-46af-ba71-28ad9abb2faf:1649d128f9524f79aa3d75a743e07c5e
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 1 kernel
[NotebookApp | INFO] Kernel shutdown: 735b04ff-b459-46af-ba71-28ad9abb2faf
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://83ec43881d8c:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.53) 0.57ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.99ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Quiz/Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.18ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Quiz/Quiz.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 2/Week 2 Quiz/Quiz.ipynb is not trusted
[NotebookApp | INFO] Kernel started: dc500925-f1c3-4c10-aa1f-b035c61cbdb4
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel dc500925-f1c3-4c10-aa1f-b035c61cbdb4) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Quiz/Quiz.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Quiz/Quiz.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for dc500925-f1c3-4c10-aa1f-b035c61cbdb4:fc078d61798c474bb89d56d373d38c6f
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new directory in 
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.21ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: a1be1690-74b3-49c5-8ce2-b024b9f22feb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel a1be1690-74b3-49c5-8ce2-b024b9f22feb) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | INFO] Starting buffering for a1be1690-74b3-49c5-8ce2-b024b9f22feb:9dc9ae9e970343faa7908d17c89dc7ff
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.12ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.13ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: cf426d11-cf41-4b1a-975f-47a0dc03ad72
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel cf426d11-cf41-4b1a-975f-47a0dc03ad72) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Pandas Idioms.ipynb
[NotebookApp | INFO] Starting buffering for cf426d11-cf41-4b1a-975f-47a0dc03ad72:cc68ec71207c4785b05d10a3e3972bb5
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 3 kernels
[NotebookApp | INFO] Kernel shutdown: dc500925-f1c3-4c10-aa1f-b035c61cbdb4
[NotebookApp | INFO] Kernel shutdown: a1be1690-74b3-49c5-8ce2-b024b9f22feb
[NotebookApp | INFO] Kernel shutdown: cf426d11-cf41-4b1a-975f-47a0dc03ad72
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://ba97a203ba62:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.103) 0.61ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.35ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 47373c31-5173-425a-8b4c-7bb46a407b7a
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 47373c31-5173-425a-8b4c-7bb46a407b7a) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for 47373c31-5173-425a-8b4c-7bb46a407b7a:af97ae60fd20430e8a0bbafeaf601875
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 1 kernel
[NotebookApp | INFO] Kernel shutdown: 47373c31-5173-425a-8b4c-7bb46a407b7a
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://7ec170147a47:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.40) 0.57ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 6.30ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.51ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/More%20Data%20Processing%20with%20Pandas.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 2b7d4fe9-c4c0-4081-956b-b42850477746
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 2b7d4fe9-c4c0-4081-956b-b42850477746) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/More Data Processing with Pandas.ipynb
[NotebookApp | WARNING] Notebook Week 3/More Data Processing with Pandas.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for 2b7d4fe9-c4c0-4081-956b-b42850477746:2893a3a4510d427fb27a14d0c292c727
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 2b7d4fe9-c4c0-4081-956b-b42850477746) to 5.3 (client).
[NotebookApp | INFO] Restoring connection for 2b7d4fe9-c4c0-4081-956b-b42850477746:2893a3a4510d427fb27a14d0c292c727
[NotebookApp | INFO] Starting buffering for 2b7d4fe9-c4c0-4081-956b-b42850477746:2893a3a4510d427fb27a14d0c292c727
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.30ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.71ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.29ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: e6f88cb0-97a9-4751-ad49-95d5c10044ed
[NotebookApp | INFO] Saving file at /Week 3/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e6f88cb0-97a9-4751-ad49-95d5c10044ed) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Copying resources/week-3/datasets/census.csv to /resources/week-3/datasets
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.24ms referer=https://dpkjiaol.labs.coursera.org/edit/resources/week-3/datasets/census-Copy1.csv
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.16ms referer=https://dpkjiaol.labs.coursera.org/edit/resources/week-3/datasets/census-Copy1.csv
[NotebookApp | WARNING] 500 PATCH /api/contents/resources/week-3/datasets/census-Copy1.csv (1.178.250.47): Unknown error renaming file: resources/week-3/datasets/census-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/notebooks/Week 3/Group by.ipynb/census-Copy1.csv'
[NotebookApp | WARNING] Unknown error renaming file: resources/week-3/datasets/census-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/notebooks/Week 3/Group by.ipynb/census-Copy1.csv'
[NotebookApp | ERROR] {
      "X-Forwarded-For": "1.178.250.47",
      "X-Forwarded-Proto": "https",
      "X-Forwarded-Port": "443",
      "Host": "dpkjiaol.labs.coursera.org",
      "X-Amzn-Trace-Id": "Root=1-636239bd-390b26355238065f7dd15bc1",
      "User-Agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",
      "Accept": "application/json, text/javascript, */*;q=0.01",
      "Accept-Language": "es-ES, es;q=0.8, en-US;q=0.5, en;q=0.3",
      "Accept-Encoding": "gzip, deflate, br",
      "X-Xsrftoken": "2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385",
      "X-Requested-With": "XMLHttpRequest",
      "Origin": "https://dpkjiaol.labs.coursera.org",
      "Referer": "https://dpkjiaol.labs.coursera.org/tree/resources/week-3/datasets",
      "Sec-Fetch-Dest": "empty",
      "Sec-Fetch-Mode": "cors",
      "Sec-Fetch-Site": "same-origin",
      "Cookie": "CSRF3-Token=1667639037.xcLNt3KWo9YoQwy1; __204u=4137562096-1666035347245; __204r=https%3A%2F%2Fmail.google.com%2F; _xsrf=2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385; profileconsent=eyI0NjAyMjQ3OCI6eyJjY3BhUmVxdWlyZWQiOmZhbHNlLCJnZHByUmVxdWlyZWQiOmZhbHNlfX0=; COURSERA_SUBMISSION_TOKEN=P0LfZrDykZAMG3MwtlN1; dpkjiaol-wkspc-iframe=true; __400v=924ac50e-e5b4-4f3b-dd0f-d0908b1df3a6; __400vt=1667381688163",
      "Content-Type": "application/json",
      "Content-Length": "60"
    }
[NotebookApp | ERROR] 500 PATCH /api/contents/resources/week-3/datasets/census-Copy1.csv (1.178.250.47) 5.82ms referer=https://dpkjiaol.labs.coursera.org/tree/resources/week-3/datasets
[NotebookApp | WARNING] 500 PATCH /api/contents/resources/week-3/datasets/census-Copy1.csv (1.178.250.47): Unknown error renaming file: resources/week-3/datasets/census-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/notebooks/Week 3/census-Copy1.csv'
[NotebookApp | WARNING] Unknown error renaming file: resources/week-3/datasets/census-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/notebooks/Week 3/census-Copy1.csv'
[NotebookApp | ERROR] {
      "X-Forwarded-For": "1.178.250.47",
      "X-Forwarded-Proto": "https",
      "X-Forwarded-Port": "443",
      "Host": "dpkjiaol.labs.coursera.org",
      "X-Amzn-Trace-Id": "Root=1-636239ce-651194f615ca4f180e511cd1",
      "User-Agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",
      "Accept": "application/json, text/javascript, */*;q=0.01",
      "Accept-Language": "es-ES, es;q=0.8, en-US;q=0.5, en;q=0.3",
      "Accept-Encoding": "gzip, deflate, br",
      "X-Xsrftoken": "2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385",
      "X-Requested-With": "XMLHttpRequest",
      "Origin": "https://dpkjiaol.labs.coursera.org",
      "Referer": "https://dpkjiaol.labs.coursera.org/tree/resources/week-3/datasets",
      "Sec-Fetch-Dest": "empty",
      "Sec-Fetch-Mode": "cors",
      "Sec-Fetch-Site": "same-origin",
      "Cookie": "CSRF3-Token=1667639037.xcLNt3KWo9YoQwy1; __204u=4137562096-1666035347245; __204r=https%3A%2F%2Fmail.google.com%2F; _xsrf=2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385; profileconsent=eyI0NjAyMjQ3OCI6eyJjY3BhUmVxdWlyZWQiOmZhbHNlLCJnZHByUmVxdWlyZWQiOmZhbHNlfX0=; COURSERA_SUBMISSION_TOKEN=P0LfZrDykZAMG3MwtlN1; dpkjiaol-wkspc-iframe=true; __400v=924ac50e-e5b4-4f3b-dd0f-d0908b1df3a6; __400vt=1667381688163",
      "Content-Type": "application/json",
      "Content-Length": "45"
    }
[NotebookApp | ERROR] 500 PATCH /api/contents/resources/week-3/datasets/census-Copy1.csv (1.178.250.47) 3.61ms referer=https://dpkjiaol.labs.coursera.org/tree/resources/week-3/datasets
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.14ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.22ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new directory in /Week 3
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Starting buffering for e6f88cb0-97a9-4751-ad49-95d5c10044ed:be832ca1f2664770b2c922c17f495d01
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.10ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.19ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Group%20by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e6f88cb0-97a9-4751-ad49-95d5c10044ed) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
[NotebookApp | INFO] Saving file at /Week 3/Group by.ipynb
